"delcol.name","delcol.freq","base.wordfreq"
"concentr","4186","4"
"conoc","4187","4"
"contact","4188","4"
"contempl","4189","4"
"couch","4190","4"
"crap","4191","4"
"croi","4192","4"
"culpa","4193","4"
"dag","4194","4"
"dah","4195","4"
"där","4196","4"
"deiner","4197","4"
"dêtre","4198","4"
"din","4199","4"
"ditt","4200","4"
"diz","4201","4"
"dom","4202","4"
"dusti","4203","4"
"ember","4204","4"
"enamorado","4205","4"
"endlich","4206","4"
"entiendo","4207","4"
"entonc","4208","4"
"eve","4209","4"
"farewel","4210","4"
"fearless","4211","4"
"ficar","4212","4"
"fil","4213","4"
"flicker","4214","4"
"flown","4215","4"
"fou","4216","4"
"freund","4217","4"
"friendship","4218","4"
"fuist","4219","4"
"gehen","4220","4"
"gehn","4221","4"
"genocid","4222","4"
"gib","4223","4"
"gli","4224","4"
"glück","4225","4"
"gown","4226","4"
"groovi","4227","4"
"guest","4228","4"
"há","4229","4"
"hart","4230","4"
"haus","4231","4"
"himmel","4232","4"
"independ","4233","4"
"ingen","4234","4"
"inject","4235","4"
"io","4236","4"
"isso","4237","4"
"issu","4238","4"
"jak","4239","4"
"jive","4240","4"
"klein","4241","4"
"ko","4242","4"
"kom","4243","4"
"larm","4244","4"
"leer","4245","4"
"letzt","4246","4"
"lindo","4247","4"
"liquid","4248","4"
"luce","4249","4"
"lucif","4250","4"
"maiden","4251","4"
"mash","4252","4"
"materi","4253","4"
"med","4254","4"
"mexico","4255","4"
"mina","4256","4"
"mire","4257","4"
"misunderstood","4258","4"
"mock","4259","4"
"musica","4260","4"
"muss","4261","4"
"nana","4262","4"
"när","4263","4"
"naughti","4264","4"
"neat","4265","4"
"niño","4266","4"
"noos","4267","4"
"nós","4268","4"
"num","4269","4"
"ohhhh","4270","4"
"ohn","4271","4"
"oli","4272","4"
"opportun","4273","4"
"orang","4274","4"
"outer","4275","4"
"paranoia","4276","4"
"parol","4277","4"
"perchè","4278","4"
"perdida","4279","4"
"perhap","4280","4"
"photograph","4281","4"
"phrase","4282","4"
"piensa","4283","4"
"plea","4284","4"
"poi","4285","4"
"près","4286","4"
"primavera","4287","4"
"proper","4288","4"
"puro","4289","4"
"quién","4290","4"
"quieren","4291","4"
"radiat","4292","4"
"rail","4293","4"
"redeem","4294","4"
"reliev","4295","4"
"respirar","4296","4"
"restor","4297","4"
"ribbon","4298","4"
"rosi","4299","4"
"sal","4300","4"
"secreto","4301","4"
"sehn","4302","4"
"sentimiento","4303","4"
"sento","4304","4"
"septemb","4305","4"
"shield","4306","4"
"sicken","4307","4"
"silencio","4308","4"
"sixteen","4309","4"
"skinni","4310","4"
"slaughter","4311","4"
"sleepless","4312","4"
"slice","4313","4"
"slumber","4314","4"
"soi","4315","4"
"sooner","4316","4"
"spider","4317","4"
"standard","4318","4"
"static","4319","4"
"stiff","4320","4"
"strung","4321","4"
"tai","4322","4"
"tend","4323","4"
"terrifi","4324","4"
"timeless","4325","4"
"trumpet","4326","4"
"tunnel","4327","4"
"tutti","4328","4"
"unabl","4329","4"
"union","4330","4"
"unwind","4331","4"
"ut","4332","4"
"vad","4333","4"
"vale","4334","4"
"valu","4335","4"
"vanish","4336","4"
"vaniti","4337","4"
"vem","4338","4"
"venus","4339","4"
"vet","4340","4"
"vide","4341","4"
"vil","4342","4"
"weird","4343","4"
"yah","4344","4"
"yearn","4345","4"
"zwei","4346","4"
"‘caus","4347","3"
"acabar","4348","3"
"acid","4349","3"
"adio","4350","3"
"angst","4351","3"
"anguish","4352","3"
"anna","4353","3"
"assim","4354","3"
"awaken","4355","3"
"bello","4356","3"
"bop","4357","3"
"buen","4358","3"
"bunch","4359","3"
"busco","4360","3"
"cansado","4361","3"
"cari","4362","3"
"ceux","4363","3"
"chico","4364","3"
"ci","4365","3"
"circus","4366","3"
"clutch","4367","3"
"col","4368","3"
"combat","4369","3"
"confin","4370","3"
"convict","4371","3"
"cor","4372","3"
"current","4373","3"
"curv","4374","3"
"dá","4375","3"
"dabei","4376","3"
"darker","4377","3"
"declin","4378","3"
"deepli","4379","3"
"delus","4380","3"
"despierta","4381","3"
"despu","4382","3"
"devast","4383","3"
"disturb","4384","3"
"dor","4385","3"
"dreamer","4386","3"
"driver","4387","3"
"duti","4388","3"
"einem","4389","3"
"einer","4390","3"
"elvi","4391","3"
"eterno","4392","3"
"favourit","4393","3"
"fifteen","4394","3"
"finn","4395","3"
"forbidden","4396","3"
"forg","4397","3"
"forsaken","4398","3"
"fragment","4399","3"
"freeway","4400","3"
"frío","4401","3"
"fuera","4402","3"
"gambl","4403","3"
"ge","4404","3"
"glisten","4405","3"
"glitter","4406","3"
"glorious","4407","3"
"glue","4408","3"
"golp","4409","3"
"h","4410","3"
"hacen","4411","3"
"hid","4412","3"
"hippi","4413","3"
"i’ll","4414","3"
"illumin","4415","3"
"infierno","4416","3"
"int","4417","3"
"ira","4418","3"
"isol","4419","3"
"kai","4420","3"
"kaikki","4421","3"
"lamor","4422","3"
"ley","4423","3"
"li","4424","3"
"liber","4425","3"
"luego","4426","3"
"mä","4427","3"
"machen","4428","3"
"malo","4429","3"
"meadow","4430","3"
"memoria","4431","3"
"menschen","4432","3"
"messiah","4433","3"
"method","4434","3"
"misma","4435","3"
"mua","4436","3"
"mut","4437","3"
"noel","4438","3"
"pasion","4439","3"
"pe","4440","3"
"perché","4441","3"
"perro","4442","3"
"pide","4443","3"
"pleur","4444","3"
"pobr","4445","3"
"pone","4446","3"
"preciso","4447","3"
"prime","4448","3"
"problema","4449","3"
"pudiera","4450","3"
"qualquer","4451","3"
"quel","4452","3"
"railroad","4453","3"
"raven","4454","3"
"recordar","4455","3"
"ref","4456","3"
"resto","4457","3"
"reviv","4458","3"
"reward","4459","3"
"richard","4460","3"
"risa","4461","3"
"ritmo","4462","3"
"rode","4463","3"
"saa","4464","3"
"saniti","4465","3"
"schwer","4466","3"
"scum","4467","3"
"seam","4468","3"
"sexual","4469","3"
"shallow","4470","3"
"shes","4471","3"
"shotgun","4472","3"
"sia","4473","3"
"sou","4474","3"
"spotlight","4475","3"
"steht","4476","3"
"stitch","4477","3"
"stock","4478","3"
"stride","4479","3"
"sublim","4480","3"
"suert","4481","3"
"suppli","4482","3"
"symphoni","4483","3"
"teen","4484","3"
"tellement","4485","3"
"temperatur","4486","3"
"ter","4487","3"
"terra","4488","3"
"tienen","4489","3"
"tô","4490","3"
"tot","4491","3"
"tras","4492","3"
"tristeza","4493","3"
"ty","4494","3"
"unholi","4495","3"
"usa","4496","3"
"vast","4497","3"
"vera","4498","3"
"video","4499","3"
"virus","4500","3"
"voit","4501","3"
"vrai","4502","3"
"wasteland","4503","3"
"we’r","4504","3"
"wollen","4505","3"
"zur","4506","3"
"¿qué","4507","2"
"acaba","4508","2"
"accid","4509","2"
"adentro","4510","2"
"agoni","4511","2"
"alleluia","4512","2"
"allen","4513","2"
"amant","4514","2"
"amiga","4515","2"
"anda","4516","2"
"annihil","4517","2"
"aquello","4518","2"
"arena","4519","2"
"até","4520","2"
"background","4521","2"
"bam","4522","2"
"bara","4523","2"
"beaten","4524","2"
"beep","4525","2"
"belov","4526","2"
"betti","4527","2"
"bi","4528","2"
"blah","4529","2"
"caminho","4530","2"
"careless","4531","2"
"carn","4532","2"
"céu","4533","2"
"charli","4534","2"
"cherch","4535","2"
"childhood","4536","2"
"clone","4537","2"
"curious","4538","2"
"då","4539","2"
"dam","4540","2"
"daze","4541","2"
"dei","4542","2"
"déjame","4543","2"
"deje","4544","2"
"demai","4545","2"
"demasiado","4546","2"
"deus","4547","2"
"dew","4548","2"
"dial","4549","2"
"dijo","4550","2"
"dinero","4551","2"
"distress","4552","2"
"donc","4553","2"
"dort","4554","2"
"dusk","4555","2"
"eden","4556","2"
"element","4557","2"
"empieza","4558","2"
"enslav","4559","2"
"esquina","4560","2"
"être","4561","2"
"facil","4562","2"
"fatto","4563","2"
"faz","4564","2"
"fino","4565","2"
"fleet","4566","2"
"fondo","4567","2"
"fora","4568","2"
"forgiven","4569","2"
"frost","4570","2"
"gefühl","4571","2"
"giant","4572","2"
"halfway","4573","2"
"honki","4574","2"
"hospit","4575","2"
"host","4576","2"
"hur","4577","2"
"i´m","4578","2"
"id","4579","2"
"infin","4580","2"
"inn","4581","2"
"jahr","4582","2"
"jest","4583","2"
"ke","4584","2"
"keeper","4585","2"
"kommer","4586","2"
"kvar","4587","2"
"lá","4588","2"
"landscap","4589","2"
"letra","4590","2"
"liegt","4591","2"
"lili","4592","2"
"lipstick","4593","2"
"livet","4594","2"
"luci","4595","2"
"madrugada","4596","2"
"magia","4597","2"
"maid","4598","2"
"makeup","4599","2"
"mare","4600","2"
"medo","4601","2"
"meg","4602","2"
"melhor","4603","2"
"mere","4604","2"
"meus","4605","2"
"mío","4606","2"
"mm","4607","2"
"modo","4608","2"
"mold","4609","2"
"morgen","4610","2"
"motor","4611","2"
"nessuno","4612","2"
"net","4613","2"
"nome","4614","2"
"nossa","4615","2"
"nosso","4616","2"
"nurs","4617","2"
"ô","4618","2"
"obscen","4619","2"
"observ","4620","2"
"olho","4621","2"
"ora","4622","2"
"oss","4623","2"
"overflow","4624","2"
"palac","4625","2"
"paralyz","4626","2"
"parasit","4627","2"
"parl","4628","2"
"pouco","4629","2"
"prevail","4630","2"
"prima","4631","2"
"punto","4632","2"
"q","4633","2"
"qua","4634","2"
"quanto","4635","2"
"quer","4636","2"
"reckless","4637","2"
"remors","4638","2"
"rey","4639","2"
"robin","4640","2"
"são","4641","2"
"saudad","4642","2"
"sehr","4643","2"
"sentido","4644","2"
"seus","4645","2"
"seventeen","4646","2"
"shred","4647","2"
"siehst","4648","2"
"sim","4649","2"
"sinn","4650","2"
"sinto","4651","2"
"sonho","4652","2"
"sorriso","4653","2"
"spiral","4654","2"
"statu","4655","2"
"stern","4656","2"
"steve","4657","2"
"sto","4658","2"
"strife","4659","2"
"submit","4660","2"
"summertim","4661","2"
"summon","4662","2"
"surf","4663","2"
"symbol","4664","2"
"também","4665","2"
"tão","4666","2"
"taxi","4667","2"
"thiev","4668","2"
"tod","4669","2"
"tra","4670","2"
"transform","4671","2"
"traum","4672","2"
"tuck","4673","2"
"unreal","4674","2"
"unter","4675","2"
"valor","4676","2"
"vega","4677","2"
"vielleicht","4678","2"
"voglio","4679","2"
"voltar","4680","2"
"vorbei","4681","2"
"waltz","4682","2"
"werden","4683","2"
"wil","4684","2"
"wilder","4685","2"
"wissen","4686","2"
"â","4687","1"
"abr","4688","1"
"actor","4689","1"
"allá","4690","1"
"alltid","4691","1"
"ancora","4692","1"
"ang","4693","1"
"aprend","4694","1"
"argu","4695","1"
"atmospher","4696","1"
"azul","4697","1"
"bene","4698","1"
"blir","4699","1"
"bu","4700","1"
"carnav","4701","1"
"champion","4702","1"
"china","4703","1"
"collar","4704","1"
"comprend","4705","1"
"corr","4706","1"
"correr","4707","1"
"creator","4708","1"
"cree","4709","1"
"cuatro","4710","1"
"cunt","4711","1"
"debo","4712","1"
"debt","4713","1"
"deg","4714","1"
"deinem","4715","1"
"deixa","4716","1"
"dell","4717","1"
"della","4718","1"
"depoi","4719","1"
"determin","4720","1"
"diablo","4721","1"
"disco","4722","1"
"doigt","4723","1"
"don´t","4724","1"
"duro","4725","1"
"enää","4726","1"
"então","4727","1"
"és","4728","1"
"esser","4729","1"
"evri","4730","1"
"farther","4731","1"
"fim","4732","1"
"fors","4733","1"
"från","4734","1"
"fuori","4735","1"
"gå","4736","1"
"gore","4737","1"
"grito","4738","1"
"guarda","4739","1"
"haar","4740","1"
"headlight","4741","1"
"jos","4742","1"
"juro","4743","1"
"kaiken","4744","1"
"kimi","4745","1"
"kommen","4746","1"
"lai","4747","1"
"leak","4748","1"
"lhe","4749","1"
"liv","4750","1"
"lua","4751","1"
"meaningless","4752","1"
"mie","4753","1"
"mistaken","4754","1"
"morena","4755","1"
"motivo","4756","1"
"música","4757","1"
"nei","4758","1"
"niet","4759","1"
"nog","4760","1"
"noi","4761","1"
"occhi","4762","1"
"oft","4763","1"
"olla","4764","1"
"olvid","4765","1"
"olvida","4766","1"
"oon","4767","1"
"oooo","4768","1"
"op","4769","1"
"outra","4770","1"
"passa","4771","1"
"passag","4772","1"
"pedir","4773","1"
"pela","4774","1"
"pensamiento","4775","1"
"penso","4776","1"
"phase","4777","1"
"piedra","4778","1"
"prendr","4779","1"
"psycho","4780","1"
"quedo","4781","1"
"queria","4782","1"
"questa","4783","1"
"ra","4784","1"
"rabbit","4785","1"
"rua","4786","1"
"ruido","4787","1"
"sä","4788","1"
"sangu","4789","1"
"sed","4790","1"
"segundo","4791","1"
"senti","4792","1"
"senza","4793","1"
"shini","4794","1"
"siamo","4795","1"
"sitä","4796","1"
"slight","4797","1"
"står","4798","1"
"strada","4799","1"
"suav","4800","1"
"sue","4801","1"
"sul","4802","1"
"tenho","4803","1"
"tief","4804","1"
"toca","4805","1"
"troppo","4806","1"
"tue","4807","1"
"tuo","4808","1"
"tuve","4809","1"
"vaan","4810","1"
"vara","4811","1"
"vela","4812","1"
"veneno","4813","1"
"vento","4814","1"
"viver","4815","1"
"volta","4816","1"
"vuelto","4817","1"
"vuol","4818","1"
"weißt","4819","1"
"wel","4820","1"
"wonderland","4821","1"
"yonder","4822","1"
"you´r","4823","1"
"za","4824","1"
"å","4825","0"
"aan","4826","0"
"adesso","4827","0"
"aina","4828","0"
"ali","4829","0"
"alleen","4830","0"
"altro","4831","0"
"ana","4832","0"
"aprè","4833","0"
"aqu","4834","0"
"augen","4835","0"
"az","4836","0"
"bij","4837","0"
"bla","4838","0"
"blanca","4839","0"
"bleib","4840","0"
"blick","4841","0"
"coraz","4842","0"
"corpo","4843","0"
"cose","4844","0"
"così","4845","0"
"cough","4846","0"
"cu","4847","0"
"cuor","4848","0"
"dai","4849","0"
"dal","4850","0"
"diferent","4851","0"
"digniti","4852","0"
"domani","4853","0"
"donna","4854","0"
"dreamt","4855","0"
"een","4856","0"
"escucha","4857","0"
"ess","4858","0"
"että","4859","0"
"execut","4860","0"
"ez","4861","0"
"får","4862","0"
"foss","4863","0"
"fr","4864","0"
"fra","4865","0"
"geen","4866","0"
"già","4867","0"
"giorni","4868","0"
"gira","4869","0"
"guardo","4870","0"
"hän","4871","0"
"heb","4872","0"
"hei","4873","0"
"hem","4874","0"
"het","4875","0"
"hij","4876","0"
"hizo","4877","0"
"hogi","4878","0"
"honesti","4879","0"
"hun","4880","0"
"iâ","4881","0"
"ikk","4882","0"
"insiem","4883","0"
"itch","4884","0"
"jaim","4885","0"
"jeg","4886","0"
"jij","4887","0"
"joka","4888","0"
"jou","4889","0"
"jugar","4890","0"
"kad","4891","0"
"ku","4892","0"
"kuinka","4893","0"
"laat","4894","0"
"lei","4895","0"
"leva","4896","0"
"licht","4897","0"
"lontano","4898","0"
"maar","4899","0"
"manchmal","4900","0"
"mão","4901","0"
"meer","4902","0"
"mentr","4903","0"
"mesmo","4904","0"
"miei","4905","0"
"mij","4906","0"
"mijn","4907","0"
"minä","4908","0"
"mitä","4909","0"
"mnie","4910","0"
"mondo","4911","0"
"muev","4912","0"
"mun","4913","0"
"mutta","4914","0"
"naar","4915","0"
"når","4916","0"
"nel","4917","0"
"nella","4918","0"
"ness","4919","0"
"nooit","4920","0"
"nott","4921","0"
"od","4922","0"
"odio","4923","0"
"olen","4924","0"
"olhar","4925","0"
"ormai","4926","0"
"passo","4927","0"
"paura","4928","0"
"piu","4929","0"
"pum","4930","0"
"può","4931","0"
"puoi","4932","0"
"qual","4933","0"
"quella","4934","0"
"quizá","4935","0"
"rocknrol","4936","0"
"saben","4937","0"
"sarà","4938","0"
"się","4939","0"
"sig","4940","0"
"sinä","4941","0"
"sogni","4942","0"
"sogno","4943","0"
"sopra","4944","0"
"sotto","4945","0"
"stai","4946","0"
"stell","4947","0"
"sull","4948","0"
"sulla","4949","0"
"suo","4950","0"
"sve","4951","0"
"tá","4952","0"
"taa","4953","0"
"tak","4954","0"
"tuoi","4955","0"
"uit","4956","0"
"vaikka","4957","0"
"vampir","4958","0"
"vielä","4959","0"
"vita","4960","0"
"volt","4961","0"
"voor","4962","0"
"vorrei","4963","0"
"vuela","4964","0"
"vuoi","4965","0"
"weer","4966","0"
"weet","4967","0"
"weit","4968","0"
"yang","4969","0"
"yi","4970","0"
"ze","4971","0"
"zijn","4972","0"
"zo","4973","0"
"–","4974","0"
"¿qué","4975","0"
"000","4976","0"
"1","4977","0"
"10","4978","0"
"100","4979","0"
"12","4980","0"
"13","4981","0"
"15","4982","0"
"16","4983","0"
"2","4984","0"
"20","4985","0"
"24","4986","0"
"2x","4987","0"
"3","4988","0"
"30","4989","0"
"3x","4990","0"
"4","4991","0"
"40","4992","0"
"4x","4993","0"
"5","4994","0"
"50","4995","0"
"6","4996","0"
"7","4997","0"
"8","4998","0"
"9","4999","0"
"a","5000","0"
